name,price,unit_price,description,availability,regular_price,discounted_price,discount_percent,discount_type,discount_period,category,market,last_updated
СВИНСКО КАРЕ,360,,,Да,360,,,,,Останато,KAM,2025-04-18
ОЗОНЕР,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ОЗОНЕР ОКЕАН,69,,,Да,69,,,,,Останато,KAM,2025-04-18
ОЗОНЕР ЛАВАНДА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
МИНИ БАНИЧКИ,154,100 гр = 16.0,SECHI PECHI,Да,154,,,,,Останато,KAM,2025-04-18
ЈОГУРТ ГРЧКИ 0%,44,100 гр = 29.3,OLIMPUS ЈОГУРТ,Да,44,,,,,Млеко и млечни производи,KAM,2025-04-18
НАМАЗ АБЦ 100Г,69,100 гр = 69.0,ABC НАМАЗ FIT БЕЗ,Да,69,,,,,Останато,KAM,2025-04-18
ОЦЕТ ВИНСКИ ЛЕ,26,,,Да,26,,,,,Останато,KAM,2025-04-18
ОЦЕТ ЈАБОЛКОВ,27,,,Да,27,,,,,Овошје и зеленчук,KAM,2025-04-18
ОЦЕТ ПРЕХРАМБЕН,24,,,Да,24,,,,,Останато,KAM,2025-04-18
КАШКАВАЛ РЕНДАН,169,100 гр = 84.5,BAYERNLAND,Да,169,,,,,Млеко и млечни производи,KAM,2025-04-18
СИРЕЊЕ МЕШАНО,357,,,Да,357,,,,,Млеко и млечни производи,KAM,2025-04-18
МАРГАРИН КЛАСИК,112,100 гр = 22.4,BORDS EVE,Да,112,,,,,Останато,KAM,2025-04-18
МИСИРКИНИ СВЕЖ,429,100 гр = 85.8,VINDON СТЕК,Да,429,,,,,Останато,KAM,2025-04-18
ПИТА ЗАМРЗНАТА,145,100 гр = 18.1,SECHI PECHI ПИТА,Да,145,,,,,Останато,KAM,2025-04-18
ПОГАЧИЦИ СО,135,,,Да,135,,,,,Останато,KAM,2025-04-18
КИФЛИ СО СУСАМ,125,,,Да,125,,,,,Хлеб и пекарски производи,KAM,2025-04-18
КРЕМ ЗА МАТЕЊЕ,105,,,Да,105,,,,,Слатки и бонбони,KAM,2025-04-18
КОРНИШОНИ 1,66,,,Да,66,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД,145,,,Да,145,,,,,Останато,KAM,2025-04-18
СЛАД. СОЛЕН,45,,,Да,45,,,,,Останато,KAM,2025-04-18
КИСЕЛО МЛЕКО,42,100 гр = 10.5,BELLA FARM КИСЕЛО,Да,42,,,,,Млеко и млечни производи,KAM,2025-04-18
ПИЛЕШКИ КРИЛЦА,104,,,Да,104,,,,,Останато,KAM,2025-04-18
ПРОИЗВ.НА БАЗА,109,100 гр = 27.3,ПРОИЗВОД НА,Да,109,,,,,Останато,KAM,2025-04-18
ПРОИЗВ.НА БАЗА,109,100 гр = 27.3,ПРОИЗВОД НА,Да,109,,,,,Останато,KAM,2025-04-18
ПАВЛАКА БЕЛА,58,100 гр = 14.5,BELLA FARM,Да,58,,,,,Млеко и млечни производи,KAM,2025-04-18
ДЕСЕРТ ЧИЗКЕЈК,47,100 гр = 31.3,ДЕСЕРТ ЧИЗКЕЈК,Да,47,,,,,Останато,KAM,2025-04-18
МЛЕКО АЛПСКО,92,,,Да,92,,,,,Млеко и млечни производи,KAM,2025-04-18
САРДИНА ВО,30,100 гр = 33.3,САРДИНА,Да,30,,,,,Останато,KAM,2025-04-18
ЏИГЕР ПИЛЕШКИ,79,,,Да,79,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД НЕРО,105,,,Да,105,,,,,Останато,KAM,2025-04-18
ПУДИНГ ВИНДИЈА,89,100 гр = 17.8,VINDIJA ПУДИНГ,Да,89,,,,,Останато,KAM,2025-04-18
СПАНАЌ,74,,,Да,74,,,,,Останато,KAM,2025-04-18
ГАУДА СЛАЈС,92,100 гр = 61.3,MILRAM КАШКАВАЛ,Да,92,,,,,Останато,KAM,2025-04-18
КАШКАВАЛ,92,100 гр = 61.3,MILRAM КАШКАВАЛ,Да,92,,,,,Млеко и млечни производи,KAM,2025-04-18
ПЕЧИВО ЗАМРЗ. СО,130,100 гр = 14.4,SECHI PECHI,Да,130,,,,,Останато,KAM,2025-04-18
СВИНСКА ПОСЕБНА,39,100 гр = 11.1,RANCHO ПОСЕБНА,Да,39,,,,,Останато,KAM,2025-04-18
ИНЕРФИЛЕ ОРИОН,244,100 гр = 271.1,ORION ИНЕРФИЛЕ,Да,244,,,,,Останато,KAM,2025-04-18
ЧВАРКИ 200ГР,189,,,Да,189,,,,,Останато,KAM,2025-04-18
СИРЕЊЕ ТОПЕНО,44,100 гр = 36.7,HAJDU ПРОИЗВОД,Да,44,,,,,Млеко и млечни производи,KAM,2025-04-18
ГИРО ПИТА,109,100 гр = 16.0,GUSTO ГИРО ПИТА,Да,109,,,,,Останато,KAM,2025-04-18
ГИРО ПИТА,99,,,Да,99,,,,,Останато,KAM,2025-04-18
КРЕМ ЗА МАТЕЊЕ,169,,,Да,169,,,,,Слатки и бонбони,KAM,2025-04-18
АЛБУМ СО,139,,,Да,139,,,,,Останато,KAM,2025-04-18
ЗАТВОРЕНА ПИЦА -,83,100 гр = 27.7,GUSTO ЗАТВОРЕНА,Да,83,,,,,Останато,KAM,2025-04-18
ДЕСЕРТ СНЕК,30,,,Да,30,,,,,Останато,KAM,2025-04-18
ДЕСЕРТ СНЕК ОРЕО,30,,,Да,30,,,,,Останато,KAM,2025-04-18
БАТЕРИЈА МЕГАСЕЛ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
БАТЕРИЈА МЕГАСЕЛ,25,,,Да,25,,,,,Останато,KAM,2025-04-18
ПАСТА ЗА ЗАБИ,54,,,Да,54,,,,,Останато,KAM,2025-04-18
КЕСА УКРАСНА,12,,,Да,12,,,,,Останато,KAM,2025-04-18
ЧИСТЕНИ,309,100 гр = 77.3,METRO РАКЧИЊА,Да,309,,,,,Производи за домаќинство,KAM,2025-04-18
СИРЕЊЕ МЛАДО,139,100 гр = 77.2,OLYMPUS СИРЕЊЕ,Да,139,,,,,Млеко и млечни производи,KAM,2025-04-18
РЕГЕНЕРАТОР ЗА,219,,,Да,219,,,,,Останато,KAM,2025-04-18
ШАМПОН Х‘Ш,299,,,Да,299,,,,,Производи за домаќинство,KAM,2025-04-18
СИРЕЊЕ БИЕНО,489,,,Да,489,,,,,Млеко и млечни производи,KAM,2025-04-18
ВЛОШКИ НОРМАЛ,123,,,Да,123,,,,,Останато,KAM,2025-04-18
ВЛОШКИ СУПЕР,123,,,Да,123,,,,,Останато,KAM,2025-04-18
ВЛОШКИ,134,,,Да,134,,,,,Останато,KAM,2025-04-18
ЈОГУРТ ГРЧКИ,69,100 гр = 17.3,GREKOS ГРЧКИ,Да,69,,,,,Млеко и млечни производи,KAM,2025-04-18
ЧАЈНА ЕКСТРА,132,100 гр = 44.7,RANCHO ЧАЈНА,Да,132,,,,,Пијалоци,KAM,2025-04-18
СВИНСКА МАСТ,85,100 гр = 12.1,KAMKO СВИНСКА,Да,85,,,,,Останато,KAM,2025-04-18
КУЛЕН ЕКСТРА,149,100 гр = 50.5,RIMES КУЛЕН,Да,149,,,,,Останато,KAM,2025-04-18
МЕШАН МЕЛЕН,116,100 гр = 25.8,KAMKO МЕШАН,Да,116,,,,,Останато,KAM,2025-04-18
МОРСКИ ПЛОДОВИ,192,100 гр = 48.0,VICI МОРСКИ,Да,192,,,,,Останато,KAM,2025-04-18
КРОКЕТИ,109,100 гр = 27.3,TRIO КРОКЕТИ,Да,109,,,,,Останато,KAM,2025-04-18
АЈРАН БЕЛА ФАРМ,56,,,Да,56,,,,,Останато,KAM,2025-04-18
ГИРО ПИЛЕШКО,149,100 гр = 74.5,LECKER ГИРО,Да,149,,,,,Останато,KAM,2025-04-18
ДОНЕР ГОВЕДСКИ,179,100 гр = 89.5,LECKER ДОНЕР,Да,179,,,,,Останато,KAM,2025-04-18
НАДКОПАН,179,,,Да,179,,,,,Останато,KAM,2025-04-18
БАР ВИТА БАНАНА,35,100 гр = 35.0,VITA МУСЛИ БАР,Да,35,,,,,Останато,KAM,2025-04-18
БАР ВИТА СУВО,35,100 гр = 35.0,VITA МУСЛИ БАР,Да,35,,,,,Останато,KAM,2025-04-18
БАР ВИТА,37,100 гр = 37.0,VITA МУСЛИ БАР,Да,37,,,,,Останато,KAM,2025-04-18
СВИНСКО ФИЛЕ,349,,,Да,349,,,,,Останато,KAM,2025-04-18
КОЦКИ ЗА,55,,,Да,55,,,,,Останато,KAM,2025-04-18
ТЕСТО ЗА ПИЦА -,110,100 гр = 24.4,PINSA ROMANA,Да,110,,,,,Останато,KAM,2025-04-18
СЛАНИНА,109,100 гр = 72.7,PIVAC СЛАНИНА,Да,109,,,,,Останато,KAM,2025-04-18
ШЛАГ СПРЕЈ МЕГЛЕ,102,,,Да,102,,,,,Останато,KAM,2025-04-18
МАСКАРПОНЕ,175,100 гр = 116.7,VIVALDI,Да,175,,,,,Останато,KAM,2025-04-18
КОКОШЈА,29,100 гр = 30.5,PEKABESKO,Да,29,,,,,Останато,KAM,2025-04-18
ЈОГУРТ ГРЧКИ 2%,37,100 гр = 24.7,BELLA FARM ГРЧКИ,Да,37,,,,,Млеко и млечни производи,KAM,2025-04-18
ЈОГУРТ ГРЧКИ 0%,34,100 гр = 22.7,BELLA FARM ГРЧКИ,Да,34,,,,,Млеко и млечни производи,KAM,2025-04-18
КАШКАВАЛ СО,589,,,Да,669,,,,,Млеко и млечни производи,KAM,2025-04-18
ЖИЛЕТ МАЧ 3,485,,,Да,485,,,,,Останато,KAM,2025-04-18
ПЕКОРИНО ПЕПАТО,199,100 гр = 99.5,VIVALDI ПЕКОРИНО,Да,199,,,,,Останато,KAM,2025-04-18
ГРАНА ПАДАНО,229,100 гр = 114.5,VIVALDI ГРАНА,Да,229,,,,,Останато,KAM,2025-04-18
БУРАТА 200Г,219,100 гр = 109.5,VIVALDI БУРАТА,Да,219,,,,,Останато,KAM,2025-04-18
ВОДА ДОБРА,29,,,Да,29,,,,,Пијалоци,KAM,2025-04-18
ВОДА ДОБРА,29,,,Да,29,,,,,Пијалоци,KAM,2025-04-18
СИРЕЊЕ ФЕТА,156,100 гр = 156.0,BELLA FARM,Да,156,,,,,Млеко и млечни производи,KAM,2025-04-18
САПУН ДЕТСКИ,23,100 гр = 25.6,BECUTAN САПУН,Да,23,,,,,Производи за домаќинство,KAM,2025-04-18
ШАМПОН И КУПКА,144,,,Да,144,,,,,Производи за домаќинство,KAM,2025-04-18
НЕСЕСЕР ЗА ЖЕНИ,719,,,Да,719,,,,,Останато,KAM,2025-04-18
СЕТ ВЛАЖНИ,73,,,Да,73,,,,,Останато,KAM,2025-04-18
КИФЛИ ДОМАШНИ,72,100 гр = 24.0,SILBO КИФЛИ,Да,72,,,,,Хлеб и пекарски производи,KAM,2025-04-18
САЛФЕТИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
САЛФЕТИ,45,,,Да,45,,,,,Останато,KAM,2025-04-18
САЛФЕТИ,42,,,Да,42,,,,,Останато,KAM,2025-04-18
САЛФЕТИ,42,,,Да,42,,,,,Останато,KAM,2025-04-18
ТОРБА ЗА,9,,,Да,9,,,,,Останато,KAM,2025-04-18
СКУША ФИЛЕТА ВО,76,100 гр = 74.5,COMPASS СКУША,Да,76,,,,,Останато,KAM,2025-04-18
СУВА ХРАНА ЗА,189,,,Да,189,,,,,Храна за миленици,KAM,2025-04-18
СУВА ХРАНА ЗА,239,,,Да,239,,,,,Храна за миленици,KAM,2025-04-18
СУВА ХРАНА ЗА,619,,,Да,619,,,,,Храна за миленици,KAM,2025-04-18
СЕТ НЕСЕСЕР,229,,,Да,229,,,,,Останато,KAM,2025-04-18
САЛАМА ЗИМСКА,245,100 гр = 61.3,SOLIS САЛАМА БЕЛА,Да,245,,,,,Месо и месни производи,KAM,2025-04-18
БАЛСАМ ЗА УСНИ,49,,,Да,49,,,,,Останато,KAM,2025-04-18
КУЛЕН СОЛИС,245,100 гр = 61.3,SOLIS ЧАДЕНА,Да,245,,,,,Останато,KAM,2025-04-18
МЕД ЦВЕТЕН АМИА,299,100 гр = 33.2,AMIA МЕД ЦВЕТЕН,Да,299,,,,,Останато,KAM,2025-04-18
МЕД БАГРЕМОВ,299,100 гр = 59.8,AMIA МЕД,Да,299,,,,,Останато,KAM,2025-04-18
МЕД ЛИПОВ АМИА,299,100 гр = 33.2,AMIA МЕД ЛИПА,Да,299,,,,,Останато,KAM,2025-04-18
ЛОВОРОВ ЛИСТ,9,100 гр = 90.0,GUSTO ЛОВОРОВ,Да,9,,,,,Останато,KAM,2025-04-18
КАПСУЛИ АРИЕЛ,275,,,Да,275,,,,,Останато,KAM,2025-04-18
КАПСУЛИ АРИЕЛ,275,,,Да,275,,,,,Останато,KAM,2025-04-18
МЕДЕЊАЦИ,35,100 гр = 17.5,SWISSLION,Да,46,,,,,Останато,KAM,2025-04-18
ТОРТА ТИРАМИСУ,135,100 гр = 27.0,GUSPARO ТОРТА,Да,135,,,,,Слатки и бонбони,KAM,2025-04-18
ПИШКОТИ ВЕРОНА,56,100 гр = 28.0,VERONA ПИШКОТИ,Да,56,,,,,Останато,KAM,2025-04-18
ЧАЈНИ ТРКАЛЦА,64,100 гр = 14.2,MILORD ЧАЈНИ,Да,64,,,,,Пијалоци,KAM,2025-04-18
ВАНИЛИЦИ 300ГР,57,100 гр = 19.0,MILORD ВАНИЛИЦИ,Да,57,,,,,Останато,KAM,2025-04-18
КУКИС 112ГР,35,100 гр = 31.3,VITAMINKA ПЕЦИВО,Да,35,,,,,Останато,KAM,2025-04-18
НАПОЛ.ЧОКОЛ.КАК,79,100 гр = 39.5,MILORD,Да,79,,,,,Слатки и бонбони,KAM,2025-04-18
НАПОЛ.ЧОКОЛ.ЛЕ,79,100 гр = 39.5,MILORD,Да,79,,,,,Слатки и бонбони,KAM,2025-04-18
ВАФЛИ ФРОНДИ,89,100 гр = 35.6,FRONDI ВАФЕЛ,Да,89,,,,,Останато,KAM,2025-04-18
ИНТЕГРАЛЕН,102,100 гр = 45.3,BELVITA БИСКВИТИ,Да,102,,,,,Останато,KAM,2025-04-18
ИНТЕ. БИСКВИТ СО,102,100 гр = 45.3,BELVITA БИСКВИТИ,Да,102,,,,,Останато,KAM,2025-04-18
ЛИСНАТИ,99,100 гр = 66.0,GRIESSON ЛИСНАТИ,Да,99,,,,,Останато,KAM,2025-04-18
ЛИСНАТИ,103,100 гр = 68.7,GRIESSON,Да,103,,,,,Останато,KAM,2025-04-18
ИНТЕ. СОЛЕНИ,55,100 гр = 27.5,VITA ИНТЕГРАЛНИ,Да,55,,,,,Останато,KAM,2025-04-18
ФЛИПС СТОБИ,60,100 гр = 30.0,STOBI FLIPS ФЛИПС,Да,60,,,,,Останато,KAM,2025-04-18
ФЛИПС СТОБИ,60,100 гр = 30.0,STOBI FLIPS ФЛИПС,Да,60,,,,,Останато,KAM,2025-04-18
БИСКВИТ ПОСЕН,36,100 гр = 9.0,MILORD БИСКВИТ,Да,36,,,,,Останато,KAM,2025-04-18
БИСКВИТ ПЕТИТ,46,100 гр = 11.5,MILORD БИСКВИТ,Да,46,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ВИНСТОН,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЦИГАРИ ЛАКИ,150,,,Да,150,,,,,Останато,KAM,2025-04-18
ЧИНИИ КАРТОНСКИ,34,,,Да,34,,,,,Останато,KAM,2025-04-18
ПИЈАЛОК КОКА,60,,,Да,60,,,,,Пијалоци,KAM,2025-04-18
ПИЈАЛОК ШВЕПС,35,,,Да,35,,,,,Пијалоци,KAM,2025-04-18
ЦИГАРИ МАРЛБОРО,190,,,Да,190,,,,,Останато,KAM,2025-04-18
ЦИГАРИ РОТМАНС,135,,,Да,135,,,,,Останато,KAM,2025-04-18
ЦИГАРИ МАРЛБОРО,160,,,Да,160,,,,,Останато,KAM,2025-04-18
ЧАДЕНА СВИНСКА,299,,,Да,299,,,,,Останато,KAM,2025-04-18
ЧАДЕНА СВИНСКА,269,,,Да,269,,,,,Останато,KAM,2025-04-18
ОРГАНСКО ТОФУ,115,100 гр = 38.3,BIOCOSMOS,Да,115,,,,,Останато,KAM,2025-04-18
СУРУТКА ВО ПРАВ,152,100 гр = 152.0,BIOCOSMOS,Да,152,,,,,Останато,KAM,2025-04-18
СЕНФ СРЕДНО ЛУТ,38,100 гр = 15.2,LE BON СЕНФ,Да,38,,,,,Останато,KAM,2025-04-18
САРДИНА ВО,30,100 гр = 33.3,ADRIJUS САРДИНА,Да,30,,,,,Останато,KAM,2025-04-18
МЛЕКО ЗА ТЕЛО,319,,,Да,319,,,,,Млеко и млечни производи,KAM,2025-04-18
СЛАДОЛЕД,22,,,Да,22,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД КВАТРО,155,,,Да,155,,,,,Останато,KAM,2025-04-18
СЛАДОЛЕД,139,,,Да,165,,,,,Останато,KAM,2025-04-18
ДУО КЕКС ВАНИЛА,9,100 гр = 20.5,NINJA БИСКВИТ,Да,9,,,,,Останато,KAM,2025-04-18
ПУТЕР КОЛАЧИ,225,100 гр = 66.2,KELSEN ПУТЕР,Да,225,,,,,Останато,KAM,2025-04-18
ПУТЕР КОЛАЧИ,239,100 гр = 52.6,KELSEN ПУТЕР,Да,239,,,,,Останато,KAM,2025-04-18
ДУО КЕКС КАКАО,9,100 гр = 20.5,NINJA БИСКВИТ,Да,9,,,,,Слатки и бонбони,KAM,2025-04-18
КЕКС ПЛАЗМА,129,100 гр = 43.0,PLAZMA – BAMBI,Да,129,,,,,Останато,KAM,2025-04-18
МАСТИКИ ОРБИТ,36,,,Да,36,,,,,Останато,KAM,2025-04-18
ПИТА ВРТЕНА СО,156,100 гр = 19.5,ПИТА ВРТЕНА СО,Да,156,,,,,Останато,KAM,2025-04-18
КЕКС СЕНДВИЧ,43,100 гр = 24.4,MILORD КЕКС СО,Да,43,,,,,Останато,KAM,2025-04-18
СОЛ ЗА,69,,,Да,69,,,,,Останато,KAM,2025-04-18
СОС СЛАТКО ЛУТ,75,100 гр = 30.0,GURMAN СОС ЧИЛИ,Да,75,,,,,Слатки и бонбони,KAM,2025-04-18
СОС ЛУТ ЧИЛИ,75,100 гр = 30.0,GURMAN ЧИЛИ СОС,Да,75,,,,,Останато,KAM,2025-04-18
СЛАТКО ОД ВИШНА,105,100 гр = 23.9,AMIA СЛАТКО ОД,Да,105,,,,,Слатки и бонбони,KAM,2025-04-18
СЛАТКО ОД,99,100 гр = 22.5,AMIA СЛАТКО ОД,Да,99,,,,,Слатки и бонбони,KAM,2025-04-18
ЧОКО ТОРТИЧКА,14,100 гр = 31.1,ETI POP KEK,Да,14,,,,,Слатки и бонбони,KAM,2025-04-18
МАФИНИ МИНИ,79,,,Да,79,,,,,Останато,KAM,2025-04-18
МАФИНИ СО ФИЛ,63,100 гр = 28.6,DELASHERAS,Да,63,,,,,Останато,KAM,2025-04-18
МАФИНИ ПОЛНЕТИ,63,100 гр = 28.6,DELASHERAS,Да,63,,,,,Останато,KAM,2025-04-18
ТОРТИЧКА СО,89,100 гр = 59.3,BARNI ТОРТИЧКА,Да,89,,,,,Слатки и бонбони,KAM,2025-04-18
МАФИНИ МИНИ,13,100 гр = 21.7,QUICKIE МАФИНИ,Да,13,,,,,Останато,KAM,2025-04-18
ИНДОМИ ИНСТАНТ,82,100 гр = 21.9,INDOMIE ИНСТАНТ,Да,82,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДНИ,14,100 гр = 0.0,BARON,Да,16,,,,,Слатки и бонбони,KAM,2025-04-18
СОЈА СОС ЛАЈТ ЛЕ,52,,,Да,52,,,,,Останато,KAM,2025-04-18
ЈАПОНСКИ СОЈА,55,,,Да,55,,,,,Останато,KAM,2025-04-18
СОС ЧИЛИ ЛЕБОН,69,100 гр = 24.6,LEBON ЧИЛИ СОС,Да,69,,,,,Хлеб и пекарски производи,KAM,2025-04-18
СЛАТКО ЛУТ СОС,69,100 гр = 24.6,LEBON СЛАТКО-ЛУТ,Да,69,,,,,Слатки и бонбони,KAM,2025-04-18
НОЖИЊА ЗА,299,,,Да,299,,,,,Останато,KAM,2025-04-18
УНИВЕРЗАЛНО,99,,,Да,125,,,,,Останато,KAM,2025-04-18
УНИВЕРЗАЛНО,99,,,Да,125,,,,,Останато,KAM,2025-04-18
ОМЕКНУВАЧ ЛЕНОР,259,,,Да,259,,,,,Останато,KAM,2025-04-18
ОМЕКНУВАЧ ЛЕНОР,259,,,Да,259,,,,,Останато,KAM,2025-04-18
ОМЕКНУВАЧ ЛЕНОР,259,,,Да,259,,,,,Останато,KAM,2025-04-18
КРЕМ БАНАНА,59,100 гр = 19.7,FLASH КРЕМ БАНАНА,Да,59,,,,,Слатки и бонбони,KAM,2025-04-18
РУМ ПЛОЧКА 440ГР,155,100 гр = 35.2,EVROPA РУМ,Да,155,,,,,Останато,KAM,2025-04-18
ЛОКУМ ВАНИ.400ГР,65,100 гр = 16.3,MILORD ЛОКУМ,Да,65,,,,,Останато,KAM,2025-04-18
ЛОКУМ ОРЕВ 400ГР,70,100 гр = 17.5,MILORD ЛОКУМ СО,Да,70,,,,,Останато,KAM,2025-04-18
ТОРТИЦИ КОКОС,125,100 гр = 35.7,MIDI ТОРТИЦИ СО,Да,125,,,,,Слатки и бонбони,KAM,2025-04-18
РОЛАТИ МИНИ,77,100 гр = 34.7,MIDI МИНИ РОЛАТ,Да,77,,,,,Останато,KAM,2025-04-18
ТОРТА АНДАЛУСА,95,100 гр = 31.7,GUSPARO ТОРТА,Да,95,,,,,Слатки и бонбони,KAM,2025-04-18
БИСКВИТ СЕНДВИЧ,88,100 гр = 50.0,OREO БИСКВИТ,Да,88,,,,,Останато,KAM,2025-04-18
ПУТЕР КОЛАЧИЊА,239,100 гр = 55.1,KELSEN ПУТЕР,Да,239,,,,,Останато,KAM,2025-04-18
ДЕТЕРГЕНТ ТЕЧЕН,349,,,Да,349,,,,,Производи за домаќинство,KAM,2025-04-18
ДЕТЕРГЕНТ ТЕЧЕН,349,,,Да,349,,,,,Производи за домаќинство,KAM,2025-04-18
КРЕМА ЗА,189,,,Да,189,,,,,Слатки и бонбони,KAM,2025-04-18
СПРЕЈ ЗА,309,,,Да,309,,,,,Останато,KAM,2025-04-18
МЛЕКО ЗА СОНЧЊЕ,239,,,Да,239,,,,,Млеко и млечни производи,KAM,2025-04-18
ГЕЛ ЗА ПОСЛЕ,109,,,Да,109,,,,,Останато,KAM,2025-04-18
СПРЕЈ ЗА,259,,,Да,259,,,,,Останато,KAM,2025-04-18
ТЕСТЕН.КАРБОНАР,61,100 гр = 43.6,RADOLF ТЕСТЕНИНИ,Да,61,,,,,Тестенини,KAM,2025-04-18
БУТ ЈУНЕШКИ,738,,,Да,738,,,,,Останато,KAM,2025-04-18
МЕСО МЕЛЕНО,206,100 гр = 45.8,TIAMO МЕСО,Да,206,,,,,Месо и месни производи,KAM,2025-04-18
ЈУНЕШКИ,219,100 гр = 43.8,TIAMO ЌЕБАП,Да,219,,,,,Останато,KAM,2025-04-18
МЕСО ЈУНЕШКО ЗА,323,100 гр = 71.8,TIAMO МЕСО,Да,323,,,,,Месо и месни производи,KAM,2025-04-18
ЈУНЕШКО МЕСО,225,100 гр = 90.0,TIAMO МЕСО,Да,225,,,,,Месо и месни производи,KAM,2025-04-18
ЖИТАРКИ СО,50,100 гр = 33.3,ЖИТАРКИ СО,Да,50,,,,,Житарки и мусли,KAM,2025-04-18
ЖИТАРКИ КУКИС,141,100 гр = 37.6,ЖИТАРКИ,Да,141,,,,,Житарки и мусли,KAM,2025-04-18
ТАБЛЕТИ ЗА,239,,,Да,239,,,,,Останато,KAM,2025-04-18
ТАБЛЕТИ ЗА,239,,,Да,239,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДО,82,100 гр = 136.7,BARON МЛЕЧНО,Да,82,,,,,Слатки и бонбони,KAM,2025-04-18
ЧОКО ЈАЈЦА 200ГР,209,100 гр = 104.5,DEL CONTE,Да,209,,,,,Останато,KAM,2025-04-18
БИСКВИТИ,59,100 гр = 34.7,BISKREM БИСКВИТИ,Да,59,,,,,Останато,KAM,2025-04-18
СОС ТЕРИЈАКИ 150,85,,,Да,85,,,,,Останато,KAM,2025-04-18
СУШИ НОРИ 10/1,129,,,Да,129,,,,,Останато,KAM,2025-04-18
МАРТАДЕЛА СО,94,100 гр = 62.7,PIK МОРТАДЕЛА СО,Да,94,,,,,Останато,KAM,2025-04-18
ШУНКА ДЕЛИКАТЕС,115,100 гр = 76.7,PIK ШУНКА,Да,115,,,,,Останато,KAM,2025-04-18
ГУМЕНИ БОН. СО,59,100 гр = 65.6,STORCK БОНБОНИ,Да,59,,,,,Останато,KAM,2025-04-18
БОНБ.БРОНХИ,54,100 гр = 54.0,KRAŠ BRONHI,Да,54,,,,,Останато,KAM,2025-04-18
БОНБ.МЛЕЧ.КАРАМ.,66,100 гр = 23.2,EVROPA БОНБОНИ,Да,66,,,,,Останато,KAM,2025-04-18
ПРАЛИНИ РОШЕ,314,100 гр = 157.0,FERRERO,Да,314,,,,,Останато,KAM,2025-04-18
БОНБОНИЕРА,179,100 гр = 89.5,STORK-TOFFIFEE,Да,179,,,,,Слатки и бонбони,KAM,2025-04-18
БОНБОН.ЧОКОСВИ,499,100 гр = 99.8,CHOCO SWEET,Да,499,,,,,Слатки и бонбони,KAM,2025-04-18
БОНБ.БАЈАДЕРА,349,100 гр = 174.5,KRAŠ-BAJADERA,Да,349,,,,,Останато,KAM,2025-04-18
ПРАЛИНИ,179,100 гр = 119.3,RAFFAELLO,Да,179,,,,,Останато,KAM,2025-04-18
БОНБОН.СОРТ,289,100 гр = 72.3,PIASTEN,Да,289,,,,,Слатки и бонбони,KAM,2025-04-18
БОНБОН.БРЕНДИ,199,100 гр = 79.6,PIASTEN,Да,199,,,,,Слатки и бонбони,KAM,2025-04-18
БОНБОНИЕРА,229,100 гр = 114.5,NESTLE AFTER,Да,229,,,,,Слатки и бонбони,KAM,2025-04-18
БАР КИКИРИ.,23,100 гр = 57.5,БАР КИКИРИКА,Да,23,,,,,Останато,KAM,2025-04-18
БАР КИКИРИКА,25,100 гр = 62.5,БАР КИКИРИКА,Да,25,,,,,Останато,KAM,2025-04-18
ЧОКОЛАДО,22,100 гр = 24.4,LION КРЕМ ТАБЛА,Да,22,,,,,Слатки и бонбони,KAM,2025-04-18
МУСЛИ ЈАТКИ И,155,100 гр = 20.7,VITA МУСЛИ СО,Да,155,,,,,Житарки и мусли,KAM,2025-04-18
МУСЛИ СО,125,100 гр = 16.7,VITA МУСЛИ СО,Да,125,,,,,Житарки и мусли,KAM,2025-04-18
ЃУВЕЧ САНИ,49,100 гр = 10.9,SUNNY FANTASY,Да,49,,,,,Останато,KAM,2025-04-18
ПУТЕР ОД,89,100 гр = 26.2,AMIA ПУТЕР ОД,Да,89,,,,,Останато,KAM,2025-04-18
КРЕМА ЗА ЛИЦЕ,199,,,Да,199,,,,,Слатки и бонбони,KAM,2025-04-18
ТОПЧИЊА СО,50,100 гр = 28.6,OHO ЖИТАРКИ,Да,50,,,,,Останато,KAM,2025-04-18
ПАШТЕТА ЗА МАЧЕ,37,100 гр = 0.0,GOURMET ПАШТЕТА,Да,37,,,,,Останато,KAM,2025-04-18
ПАШТЕТА ЗА МАЧЕ,37,100 гр = 0.0,GOURMET ПАШТЕТА,Да,37,,,,,Останато,KAM,2025-04-18
РОЛ ВАФЕР,57,100 гр = 24.8,MILORD РОЛВАФЕР,Да,57,,,,,Останато,KAM,2025-04-18
ЧИПС СОЛЕН,26,100 гр = 43.3,BONITAS ЧИПС ОД,Да,26,,,,,Останато,KAM,2025-04-18
